TIME,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
23.02.202101:00,4,696.3,766.6,48,2,7,0.1,0.1,0.1,1.1,10.1,-6
23.02.202102:00,3,696.1,766.6,52,2,6,0.1,0.1,0.1,1.1,10.1,-6
23.02.202103:00,3,696.1,766.6,52,2,5,0.1,0.1,0.1,1.1,10.1,-6
23.02.202104:00,3,696.1,766.6,52,2,5,0.1,0.1,0.1,1.1,10.1,-6
23.02.202105:00,3,696.1,766.6,52,1.9,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202105:30,3,696.1,766.6,52,2,3,0.1,0.1,0.1,1.1,10.1,-6
23.02.202107:00,3,695.4,765.8,52,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202107:30,2,695.8,766.6,56,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202108:00,3,696.1,766.6,52,2,3,0.1,0.1,0.1,1.1,10.1,-6
23.02.202108:30,3,696.1,766.6,52,2,3,0.1,0.1,0.1,1.1,10.1,-6
23.02.202109:00,4,695.6,765.8,48,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202109:30,5,696.6,766.6,45,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202110:00,7,697,766.6,42,2,4,0.1,0.1,0.1,1.1,10.1,-5
23.02.202110:30,7,696.3,765.8,39,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202111:00,8,696.6,765.8,37,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202111:30,8,696.6,765.8,37,1.9,3,0.1,0.1,0.1,1.1,10.1,-6
23.02.202112:00,9,696.1,765,34,2,4,0.1,0.1,0.1,1.1,10.1,-6
23.02.202112:30,9,696.1,765,32,1.9,4,0.1,0.1,0.1,1.1,10.1,-7
23.02.202113:00,9,695.4,764.3,32,2,5,0.1,0.1,0.1,1.1,10.1,-7
23.02.202113:30,10,694.9,763.5,28,2,6,0.1,0.1,0.1,1.1,10.1,-8
23.02.202114:00,9,694.7,763.5,29,2,6,0.1,0.1,0.1,1.1,10.1,-8
23.02.202114:30,10,694.9,763.5,28,2,6,0.1,0.1,0.1,1.1,10.1,-8
23.02.202115:00,10,694.3,762.8,28,2.1,7,0.1,0.1,0.1,1.1,10.1,-8
23.02.202115:30,9,694.1,762.8,29,2,6,0.1,0.1,0.1,1.1,10.1,-8
23.02.202116:00,8,693.8,762.8,32,2,8,0.1,0.1,0.1,1.1,10.1,-8
23.02.202116:30,8,693.8,762.8,29,2,8,0.1,0.1,0.1,1.1,10.1,-9
23.02.202117:00,6,693.4,762.8,31,2,9,0.1,0.1,0.1,1.1,10.1,-10
23.02.202117:30,5,693.1,762.8,33,2,9,14,0.1,0.1,1.1,10.1,-10
23.02.202118:00,4,692.9,762.8,36,2,10,0.1,0.1,0.1,1.1,10.1,-10
23.02.202118:30,3,693.3,763.5,38,2,9,0.1,0.1,0.1,1.1,10.1,-10
23.02.202119:00,2,693.8,764.3,41,2,10,0.1,0.1,0.1,1.1,10.1,-10
23.02.202119:30,2,693.8,764.3,41,2,10,15,0.1,0.1,1.1,10.1,-10
23.02.202120:00,2,694.4,765,41,2,7,12,0.1,0.1,1.1,10.1,-10
23.02.202120:30,1,694.1,765,48,2,8,13,0.1,0.1,1.1,10.1,-9
23.02.202121:00,1,694.9,765.8,48,2,7,0.1,0.1,0.1,1.1,10.1,-9
23.02.202121:30,1,694.9,765.8,48,2,7,0.1,0.1,0.1,1.1,10.1,-9
23.02.202122:00,0,694.6,765.8,51,2,8,13,0.1,0.1,1.1,10.1,-9
23.02.202122:30,0,694.6,765.8,51,2,7,0.1,0.1,0.1,1.1,10.1,-9
23.02.202123:00,0,695.4,766.6,55,2,6,0.1,0.1,0.1,1.1,10.1,-8
23.02.202123:30,0,695.4,766.6,55,2,6,0.1,0.1,0.1,1.1,10.1,-8
23.03.202100:00,4,694.9,765,48,5,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202100:30,2,694.4,765,56,2.1,2,0.1,0.1,0.1,1.1,10.1,-6
23.03.202101:00,2,694.4,765,60,5,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202101:30,1,694.1,765,65,2,2,0.1,0.1,0.1,1.1,10.1,-5
23.03.202102:00,0,693.3,764.3,64,2,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202102:30,0,693.3,764.3,69,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202103:00,0,693.3,764.3,69,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202103:30,-1,693,764.3,75,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202104:00,-1,692.3,763.5,75,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202104:30,-1,692.3,763.5,75,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202105:00,-1,692.3,763.5,75,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202105:30,0,692.5,763.5,69,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202106:00,0,692.5,763.5,69,2,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202106:30,0,692.5,763.5,69,2.1,2,0.1,0.1,0.1,1.1,10.1,-5
23.03.202107:00,0,692.5,763.5,69,2.1,2,0.1,0.1,0.1,1.1,10.1,-5
23.03.202107:30,2,693,763.5,60,5,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202108:00,4,693.5,763.5,56,0,0,0.1,0.1,0.1,1.1,10.1,-4
23.03.202108:30,6,694,763.5,49,5,1,0.1,0.1,0.1,1.1,10.1,-4
23.03.202109:00,7,694.2,763.5,39,5,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202109:30,8,694.5,763.5,34,5,1,0.1,0.1,0.1,1.1,10.1,-7
23.03.202110:00,9,694.1,762.8,32,5,1,0.1,0.1,0.1,1.1,10.1,-7
23.03.202110:30,10,694.3,762.8,30,5,2,0.1,0.1,0.1,1.1,10.1,-7
23.03.202111:00,12,694,762,26,3,2,0.1,0.1,0.1,1.1,10.1,-7
23.03.202111:30,13,694.2,762,28,3.1,2,0.1,0.1,0.1,1.1,10.1,-5
23.03.202112:00,14,693.7,761.2,23,3.1,4,0.1,0.1,0.1,1.1,10.1,-7
23.03.202112:30,16,694.2,761.2,20,3.1,3,0.1,0.1,0.1,1.1,10.1,-7
23.03.202113:00,16,693.6,760.5,20,3.5,4,0.1,0.1,0.1,1.1,10.1,-7
23.03.202113:30,17,693,759.7,19,3.5,4,0.1,0.1,0.1,1.1,10.1,-7
23.03.202114:00,18,693.3,759.7,15,4,3,0.1,0.1,0.1,1.1,10.1,-9
23.03.202114:30,18,692.6,759,15,3.5,3,0.1,0.1,0.1,1.1,10.1,-9
23.03.202115:00,19,692.8,759,15,3.1,3,0.1,0.1,0.1,1.1,10.1,-8
23.03.202115:30,20,693.1,759,13,3.9,3,0.1,0.1,0.1,1.1,10.1,-9
23.03.202116:00,20,692.3,758.2,13,3.9,2,0.1,0.1,0.1,1.1,10.1,-9
23.03.202116:30,20,692.3,758.2,12,3.5,2,0.1,0.1,0.1,1.1,10.1,-10
23.03.202117:00,20,691.9,757.7,11,3.5,3,0.1,0.1,0.1,1.1,10.1,-11
23.03.202117:30,19,691.7,757.7,13,3.5,3,0.1,0.1,0.1,1.1,10.1,-10
23.03.202118:00,19,691.7,757.7,15,3.9,1,0.1,0.1,0.1,1.1,10.1,-8
23.03.202118:30,17,691.2,757.7,20,3.9,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202119:00,15,691.2,758.2,23,5,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202119:30,14,690.6,757.7,27,5,1,0.1,0.1,0.1,1.1,10.1,-5
23.03.202120:00,14,691,758.2,25,1.9,2,0.1,0.1,0.1,1.1,10.1,-6
23.03.202120:30,13,690.8,758.2,26,5,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202121:00,10,690.1,758.2,32,5,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202121:30,11,691.1,759,30,5,1,0.1,0.1,0.1,1.1,10.1,-6
23.03.202122:00,8,690.4,759,43,5,1,0.1,0.1,0.1,1.1,10.1,-4
23.03.202122:30,7,690.8,759.7,46,5,1,0.1,0.1,0.1,1.1,10.1,-4
23.03.202123:00,6,690.5,759.7,49,2.1,2,0.1,0.1,0.1,1.1,10.1,-4
23.03.202123:30,5,690.3,759.7,57,2,1,0.1,0.1,0.1,1.1,10.1,-3
23.04.202100:00,14,693.1,760.5,67,2,5,0.1,0.1,0.1,1.1,6,8
23.04.202100:30,14,693.1,760.5,67,2,4,0.1,0.1,0.1,1.1,6,8
23.04.202101:00,14,693.1,760.5,67,2.1,3,0.1,0.1,0.1,1.1,6,8
23.04.202101:30,14,693.1,760.5,67,2,4,0.1,0.1,0.1,1.1,6,8
23.04.202102:00,13,693.5,761.2,72,2.1,4,0.1,0.1,0.1,1.1,6,8
23.04.202102:30,13,693.5,761.2,67,2.1,3,0.1,0.1,0.1,1.1,6,7
23.04.202103:00,13,692.9,760.5,72,2,3,0.1,0.1,0.1,1.1,6,8
23.04.202103:30,13,693.5,761.2,67,2,3,0.1,0.1,0.1,1.1,6,7
23.04.202104:00,13,692.9,760.5,72,2.1,3,0.1,0.1,0.1,1.1,6,8
23.04.202104:30,13,692.9,760.5,67,2.1,3,0.1,7,0.1,1.1,5,7
23.04.202105:00,13,692.9,760.5,67,2.1,4,0.1,7,0.1,1.1,5,7
23.04.202105:30,12,693.3,761.2,72,2,4,0.1,7,0.1,1.1,5,7
23.04.202106:00,12,693.3,761.2,72,2.1,5,0.1,7,0.1,1.1,4,7
23.04.202106:30,12,693.3,761.2,72,2,5,0.1,7,0.1,1.1,2.8,7
23.04.202107:00,13,694.2,762,67,2,4,0.1,7,0.1,1.1,2.8,7
23.04.202107:30,13,694.2,762,67,2,4,0.1,7,0.1,1.1,3.5,7
23.04.202108:00,13,694.2,762,72,2,5,0.1,7,0.1,1.1,3.5,8
23.04.202108:30,13,694.2,762,72,2,5,0.1,7,0.1,1.1,3.5,8
23.04.202109:00,14,695.2,762.8,67,2,4,0.1,7,0.1,1.1,3.5,8
23.04.202109:30,14,695.2,762.8,67,2,6,0.1,7,0.1,1.1,3.5,8
23.04.202110:00,15,695.4,762.8,63,2,6,0.1,7,0.1,1.1,3.5,8
23.04.202110:30,17,695.9,762.8,59,1.9,6,0.1,7,0.1,1.1,3.5,9
23.04.202111:00,18,696.1,762.8,52,1.9,7,0.1,7,0.1,1.1,5,8
23.04.202111:30,20,696.5,762.8,46,2,6,0.1,0.1,0.1,1.1,6,8
23.04.202112:00,21,696.7,762.8,40,2,6,0.1,0.1,0.1,1.1,7,7
23.04.202112:30,22,696.2,762,36,2,7,0.1,0.1,0.1,1.1,9,6
23.04.202113:00,23,696.4,762,33,2,7,0.1,0.1,0.1,1.1,9,6
23.04.202113:30,23,696.4,762,31,2,8,0.1,0.1,0.1,1.1,10.1,5
23.04.202114:00,23,695.7,761.2,33,2,7,0.1,0.1,0.1,1.1,10.1,6
23.04.202114:30,24,695.9,761.2,29,2,8,0.1,0.1,0.1,1.1,10.1,5
23.04.202115:00,24,695.9,761.2,29,2,8,0.1,0.1,0.1,1.1,10.1,5
23.04.202115:30,23,695.7,761.2,31,2,9,0.1,0.1,0.1,1.1,10.1,5
23.04.202116:00,23,695.7,761.2,29,2,8,0.1,0.1,0.1,1.1,10.1,4
23.04.202116:30,22,695.5,761.2,29,2,8,0.1,0.1,0.1,1.1,10.1,3
23.04.202117:00,22,696.2,762,27,2,9,14,0.1,0.1,1.1,10.1,2
23.04.202117:30,21,696,762,31,2,8,0.1,0.1,0.1,1.1,10.1,3
23.04.202118:00,20,695.8,762,35,2,7,0.1,0.1,0.1,1.1,10.1,4
23.04.202118:30,20,696.5,762.8,33,2.1,8,0.1,0.1,0.1,1.1,10.1,3
23.04.202119:00,19,696.3,762.8,35,2,8,13,0.1,0.1,1.1,10.1,3
23.04.202119:30,18,696.7,763.5,40,2,11,0.1,0.1,0.1,1.1,10.1,4
23.04.202120:00,17,697.2,764.3,49,2,8,0.1,0.1,0.1,1.1,10.1,6
23.04.202120:30,16,697.7,765,55,2,7,0.1,0.1,0.1,1.1,10.1,7
23.04.202121:00,16,697.7,765,55,2,6,11,0.1,0.1,1.1,10.1,7
23.04.202121:30,15,697.4,765,59,2,4,0.1,0.1,0.1,1.1,10.1,7
23.04.202122:00,15,698.2,765.8,59,2,4,0.1,0.1,0.1,1.1,10.1,7
23.04.202122:30,14,697.9,765.8,63,2,5,0.1,0.1,0.1,1.1,10.1,7
23.04.202123:00,14,698.7,766.6,63,2,3,0.1,0.1,0.1,1.1,10.1,7
23.04.202123:30,14,698.7,766.6,67,1.9,3,0.1,0.1,0.1,1.1,10.1,8
23.05.202100:00,14,694.5,762,59,4.5,7,0.1,0.1,0.1,6.1,10.1,6
23.05.202100:30,14,694.5,762,55,5.1,7,0.1,0.1,0.1,6.1,10.1,5
23.05.202101:00,14,694.5,762,55,5.1,6,0.1,0.1,0.1,6.1,10.1,5
23.05.202101:30,14,694.5,762,59,1,3,0.1,0.1,0.1,6.1,10.1,6
23.05.202102:00,13,694.2,762,67,5,1,0.1,0.1,0.1,6.1,10.1,7
23.05.202102:30,13,694.2,762,67,5,1,0.1,0.1,0.1,6.1,10.1,7
23.05.202103:00,13,693.5,761.2,67,3.9,2,0.1,0.1,0.1,1.1,10.1,7
23.05.202103:30,13,693.5,761.2,67,5,1,0.1,0.1,0.1,1.1,10.1,7
23.05.202104:00,13,693.5,761.2,67,5,1,0.1,0.1,0.1,1.1,10.1,7
23.05.202104:30,13,693.5,761.2,63,5,1,0.1,0.1,0.1,1.1,10.1,6
23.05.202105:00,13,693.5,761.2,67,3.5,2,0.1,0.1,0.1,2.4,10.1,7
23.05.202105:30,12,693.3,761.2,72,5,1,0.1,0.1,0.1,1.1,10.1,7
23.05.202106:00,13,694.2,762,67,5,1,0.1,0.1,0.1,1.1,10.1,7
23.05.202106:30,13,694.2,762,67,3.1,2,0.1,0.1,0.1,1.1,10.1,7
23.05.202107:00,14,694.5,762,67,3.1,3,0.1,0.1,0.1,1.1,10.1,8
23.05.202107:30,15,695.4,762.8,63,3.5,3,0.1,0.1,0.1,1.1,10.1,8
23.05.202108:00,16,694.9,762,52,3.1,2,0.1,0.1,0.1,1.1,10.1,6
23.05.202108:30,17,695.1,762,49,5,1,0.1,0.1,0.1,1.1,10.1,6
23.05.202109:00,18,695.4,762,32,5,2,0.1,0.1,0.1,1.1,10.1,1
23.05.202109:30,19,696.3,762.8,22,5.1,3,0.1,0.1,0.1,1.1,7,-3
23.05.202110:00,20,695.8,762,21,5.1,4,0.1,0.1,0.1,1.1,7,-3
23.05.202110:30,20,695.8,762,20,4.5,3,0.1,0.1,0.1,1.1,8,-4
23.05.202111:00,21,696.7,762.8,16,4.5,5,0.1,0.1,0.1,1.1,8,-6
23.05.202111:30,21,696,762,17,4.5,4,9,0.1,0.1,1.1,7,-5
23.05.202112:00,22,696.2,762,16,4.5,7,12,0.1,0.1,1.1,10.1,-5
23.05.202112:30,22,695.5,761.2,16,4.5,8,14,0.1,0.1,1.1,10.1,-5
23.05.202113:00,23,695.7,761.2,14,5.1,7,0.1,0.1,0.1,1.1,10.1,-6
23.05.202113:30,23,695.7,761.2,15,4.5,6,0.1,0.1,0.1,1.1,10.1,-5
23.05.202114:00,23,695.1,760.5,13,4.5,8,0.1,0.1,0.1,1.1,10.1,-7
23.05.202114:30,22,694.9,760.5,15,4.5,9,0.1,0.1,0.1,1.1,10.1,-6
23.05.202115:00,23,695.1,760.5,16,5.1,9,0.1,0.1,0.1,1.1,10.1,-4
23.05.202115:30,22,694.9,760.5,15,4.5,8,13,0.1,0.1,1.1,10.1,-6
23.05.202116:00,23,694.3,759.7,16,4.5,6,0.1,0.1,0.1,1.1,10.1,-4
23.05.202116:30,22,694.1,759.7,17,4.1,4,0.1,0.1,0.1,1.1,10.1,-4
23.05.202117:00,22,694.1,759.7,19,4.1,5,0.1,0.1,0.1,1.1,10.1,-3
23.05.202117:30,23,694.3,759.7,15,4.1,4,0.1,0.1,0.1,1.1,10.1,-5
23.05.202118:00,22,694.1,759.7,17,4.1,5,0.1,0.1,0.1,1.1,10.1,-4
23.05.202118:30,22,694.1,759.7,17,4.1,5,0.1,0.1,0.1,1.1,10.1,-4
23.05.202119:00,22,694.1,759.7,17,4.1,5,0.1,0.1,0.1,1.1,10.1,-4
23.05.202119:30,21,693.9,759.7,18,4.5,4,0.1,0.1,0.1,1.1,10.1,-4
23.05.202120:00,20,693.7,759.7,20,4,3,0.1,0.1,0.1,1.1,10.1,-4
23.05.202120:30,19,694.2,760.5,22,4,2,0.1,0.1,0.1,1.1,10.1,-3
23.05.202121:00,19,694.2,760.5,24,4,2,0.1,0.1,0.1,1.1,10.1,-2
23.05.202121:30,18,694,760.5,26,4.1,2,0.1,0.1,0.1,1.1,10.1,-2
23.05.202122:00,18,694,760.5,26,4,2,0.1,0.1,0.1,1.1,10.1,-2
23.05.202122:30,16,694.2,761.2,29,4.1,2,0.1,0.1,0.1,1.1,10.1,-2
23.05.202123:00,16,694.2,761.2,27,4.1,3,0.1,0.1,0.1,1.1,10.1,-3
23.05.202123:30,17,694.4,761.2,20,4.1,4,0.1,0.1,0.1,1.1,10.1,-6
23.06.202100:00,24,693.2,758.2,41,2,6,0.1,0.1,0.1,1.1,10.1,10
23.06.202100:30,24,693.9,759,41,2,6,0.1,0.1,0.1,1.1,10.1,10
23.06.202101:00,24,693.9,759,44,2,5,0.1,0.1,0.1,1.1,10.1,11
23.06.202101:30,23,693.7,759,44,2,4,0.1,0.1,0.1,1.1,10.1,10
23.06.202102:00,23,693.7,759,47,1.9,4,0.1,0.1,0.1,1.1,10.1,11
23.06.202102:30,23,693.7,759,47,1.9,3,0.1,0.1,0.1,1.1,10.1,11
23.06.202103:00,22,693.5,759,50,2,3,0.1,0.1,0.1,1.1,10.1,11
23.06.202103:30,22,693.5,759,50,2,4,0.1,0.1,0.1,1.1,10.1,11
23.06.202104:00,22,693.5,759,50,1.9,3,0.1,0.1,0.1,1.1,10.1,11
23.06.202104:30,22,693.5,759,53,2,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202105:00,22,694.1,759.7,53,2,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202105:30,22,693.5,759,53,2,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202106:00,21,693.3,759,60,2.1,3,0.1,0.1,0.1,1.1,10.1,13
23.06.202106:30,22,694.1,759.7,57,2,2,0.1,0.1,0.1,1.1,10.1,13
23.06.202107:00,22,694.1,759.7,57,2,3,0.1,0.1,0.1,1.1,10.1,13
23.06.202107:30,24,694.5,759.7,50,2,3,0.1,0.1,0.1,1.1,10.1,13
23.06.202108:00,25,694.8,759.7,47,1.9,3,0.1,0.1,0.1,1.1,10.1,13
23.06.202108:30,26,695,759.7,45,1.9,2,0.1,0.1,0.1,1.1,10.1,13
23.06.202109:00,26,695,759.7,45,2.1,2,0.1,0.1,0.1,1.1,10.1,13
23.06.202109:30,27,695.2,759.7,42,2.1,1,0.1,0.1,0.1,1.1,10.1,13
23.06.202110:00,28,695.4,759.7,42,5,1,0.1,0.1,0.1,1.1,10.1,14
23.06.202110:30,29,694.9,759,35,5,1,0.1,0.1,0.1,1.1,10.1,12
23.06.202111:00,29,694.9,759,35,5,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202111:30,30,695.1,759,31,2.9,3,0.1,0.1,0.1,1.1,10.1,11
23.06.202112:00,30,694.4,758.2,31,3.1,2,0.1,0.1,0.1,1.1,10.1,11
23.06.202112:30,31,694.6,758.2,29,5,2,0.1,0.1,0.1,1.1,10.1,11
23.06.202113:00,31,694.6,758.2,29,3.5,2,0.1,0.1,0.1,1.1,10.1,11
23.06.202113:30,31,694.1,757.7,33,3.5,2,0.1,0.1,0.1,1.1,10.1,13
23.06.202114:00,32,694.3,757.7,29,3.5,3,0.1,0.1,0.1,1.1,10.1,12
23.06.202114:30,32,693.6,756.9,29,5,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202115:00,32,693.6,756.9,29,3.1,3,0.1,0.1,0.1,1.1,10.1,12
23.06.202115:30,32,693.6,756.9,29,3,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202116:00,33,693.8,756.9,28,3.5,2,0.1,0.1,0.1,1.1,10.1,12
23.06.202116:30,30,693.2,756.9,40,2,5,0.1,0.1,0.1,1.7,10.1,15
23.06.202117:00,28,692.8,756.9,42,2,6,0.1,0.1,0.1,1.7,10.1,14
23.06.202117:30,27,692.6,756.9,45,2,7,0.1,0.1,0.1,1.7,10.1,14
23.06.202118:00,26,693.1,757.7,42,2,9,14,0.1,0.1,6.1,10.1,12
23.06.202118:30,23,693,758.2,53,2,8,0.1,0.1,0.1,1.6,10.1,13
23.06.202119:00,23,693.7,759,53,2,8,0.1,0.1,0.1,1.6,10.1,13
23.06.202119:30,22,693.5,759,57,2,8,0.1,0.1,0.1,1.6,10.1,13
23.06.202120:00,22,694.1,759.7,57,2,8,0.1,0.1,0.1,1.6,10.1,13
23.06.202120:30,21,693.9,759.7,60,2,8,13,0.1,0.1,1.6,10.1,13
23.06.202121:00,21,694.6,760.5,57,2,8,0.1,0.1,0.1,1.6,10.1,12
23.06.202121:30,21,694.6,760.5,57,2,7,0.1,0.1,0.1,1.6,10.1,12
23.06.202122:00,21,694.6,760.5,57,2,5,0.1,0.1,0.1,1.7,10.1,12
23.06.202122:30,20,694.4,760.5,64,1.9,5,0.1,0.1,0.1,1.7,10.1,13
23.06.202123:00,21,694.6,760.5,60,1.9,6,0.1,0.1,0.1,1.1,10.1,13
23.06.202123:30,21,693.9,759.7,60,1.9,5,0.1,0.1,0.1,1.1,10.1,13
23.07.202100:00,21,693.9,759.7,73,2,5,0.1,0.1,0.1,1.1,10.1,16
23.07.202100:30,21,693.9,759.7,73,2,4,0.1,0.1,0.1,1.1,10.1,16
23.07.202101:00,21,693.9,759.7,69,2,4,0.1,0.1,0.1,1.1,10.1,15
23.07.202101:30,21,693.3,759,69,2,4,0.1,0.1,0.1,1.1,10.1,15
23.07.202102:00,21,693.3,759,69,2,3,0.1,0.1,0.1,1.1,10.1,15
23.07.202102:30,21,693.3,759,69,2,3,0.1,0.1,0.1,1.1,10.1,15
23.07.202103:00,20,693.1,759,69,2,3,0.1,0.1,0.1,1.1,10.1,14
23.07.202103:30,20,693.1,759,69,2,4,0.1,0.1,0.1,1.7,10.1,14
23.07.202104:00,20,693.1,759,69,2,3,0.1,0.1,0.1,1.1,10.1,14
23.07.202104:30,21,693.9,759.7,69,2,3,0.1,0.1,0.1,1.1,10.1,15
23.07.202105:00,20,693.7,759.7,73,2,3,0.1,0.1,0.1,1.1,10.1,15
23.07.202105:30,20,693.7,759.7,73,2,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202106:00,20,693.7,759.7,73,2,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202106:30,20,693.7,759.7,73,2.1,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202107:00,21,693.9,759.7,69,2,3,0.1,0.1,0.1,1.1,10.1,15
23.07.202107:30,22,694.1,759.7,65,2,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202108:00,23,694.3,759.7,61,2.1,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202108:30,24,694.5,759.7,54,5,1,0.1,0.1,0.1,1.1,10.1,14
23.07.202109:00,24,694.5,759.7,57,1.5,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202109:30,24,694.5,759.7,57,5,1,0.1,0.1,0.1,1.1,10.1,15
23.07.202110:00,25,694.8,759.7,54,5,1,0.1,0.1,0.1,1.1,10.1,15
23.07.202110:30,26,695,759.7,48,5,1,0.1,0.1,0.1,1.1,10.1,14
23.07.202111:00,26,695,759.7,51,5,2,0.1,0.1,0.1,1.1,10.1,15
23.07.202111:30,26,694.3,759,51,5,1,0.1,0.1,0.1,1.1,10.1,15
23.07.202112:00,27,694.5,759,48,5,1,0.1,0.1,0.1,1.7,10.1,15
23.07.202112:30,28,694.7,759,45,3,2,0.1,0.1,0.1,1.7,10.1,15
23.07.202113:00,28,694.7,759,42,5,1,0.1,0.1,0.1,1.7,10.1,14
23.07.202113:30,28,694.7,759,48,5,2,0.1,0.1,0.1,1.7,10.1,16
23.07.202114:00,28,694,758.2,45,3.9,2,0.1,0.1,0.1,1.6,10.1,15
23.07.202114:30,29,694.2,758.2,45,3,2,0.1,0.1,0.1,1.6,10.1,16
23.07.202115:00,28,694,758.2,48,3.1,2,0.1,0.1,0.1,1.6,10.1,16
23.07.202115:30,28,693.5,757.7,51,3.1,2,0.1,0.1,0.1,1.6,10.1,17
23.07.202116:00,28,693.5,757.7,51,3,3,0.1,0.1,0.1,1.6,10.1,17
23.07.202116:30,28,693.5,757.7,51,3.1,2,0.1,0.1,0.1,1.6,10.1,17
23.07.202117:00,27,693.3,757.7,54,3.5,2,0.1,0.1,0.1,1.6,10.1,17
23.07.202117:30,27,693.3,757.7,54,3.5,2,0.1,0.1,0.1,1.7,10.1,17
23.07.202118:00,27,693.3,757.7,54,5,1,0.1,0.1,0.1,1.7,10.1,17
23.07.202118:30,27,693.3,757.7,54,5,1,0.1,0.1,0.1,1.7,10.1,17
23.07.202119:00,27,693.3,757.7,58,2.9,1,0.1,0.1,0.1,1.7,10.1,18
23.07.202119:30,26,693.1,757.7,65,5,1,0.1,0.1,0.1,1.1,10.1,19
23.07.202120:00,25,692.9,757.7,69,3.1,1,0.1,0.1,0.1,1.1,10.1,19
23.07.202120:30,24,693.2,758.2,69,3,2,0.1,0.1,0.1,1.7,10.1,18
23.07.202121:00,24,693.2,758.2,65,3,2,0.1,0.1,0.1,1.7,10.1,17
23.07.202121:30,24,693.2,758.2,65,3,3,0.1,0.1,0.1,1.7,10.1,17
23.07.202122:00,24,693.2,758.2,65,3,3,0.1,0.1,0.1,1.7,10.1,17
23.07.202122:30,23,693.7,759,69,2.9,3,0.1,0.1,0.1,1.7,10.1,17
23.07.202123:00,23,693.7,759,69,2.5,2,0.1,0.1,0.1,1.7,10.1,17
23.07.202123:30,23,693.7,759,65,2.9,2,0.1,0.1,0.1,1.7,10.1,16
23.08.202100:00,19,690.3,756.2,83,2.5,3,0.1,0.1,0.1,1.1,10.1,16
23.08.202100:30,19,690.3,756.2,78,2.5,3,0.1,0.1,0.1,1.1,10.1,15
23.08.202101:00,19,690.3,756.2,78,2.9,3,0.1,0.1,0.1,1.1,10.1,15
23.08.202101:30,19,690.3,756.2,78,2.9,2,0.1,0.1,0.1,1.1,10.1,15
23.08.202102:00,19,690.3,756.2,78,2.9,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202102:30,18,690.1,756.2,83,2.5,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202103:00,18,690.1,756.2,83,2.9,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202103:30,17,689.9,756.2,88,2.5,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202104:00,18,689.3,755.4,83,2.9,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202104:30,18,689.3,755.4,83,2.5,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202105:00,17,689.1,755.4,88,0,0,0.1,0.1,0.1,1.1,10.1,15
23.08.202105:30,17,689.1,755.4,88,3,1,0.1,0.1,0.1,1.1,10.1,15
23.08.202106:00,17,689.9,756.2,88,3,2,0.1,0.1,0.1,1.1,6,15
23.08.202106:30,17,689.9,756.2,88,3,1,0.1,0.1,0.1,1.1,6,15
23.08.202107:00,18,690.1,756.2,88,3,1,0.1,0.1,0.1,1.1,6,16
23.08.202107:30,19,690.3,756.2,83,3,1,0.1,0.1,0.1,1.1,6,16
