TIME,T,P0,P,U,DD,Ff,ff10,WW,W'W',c,VV,Td
01.01.202100:00,-11,695.2,769.6,34,5,1,0.1,0.1,0.1,1.1,10.1,-24
01.01.202100:30,-12,695,769.6,36,5,1,0.1,0.1,0.1,1.1,10.1,-24
01.01.202101:00,-14,693.8,768.9,47,2.5,1,0.1,0.1,0.1,1.1,10.1,-23
01.01.202101:30,-14,693.8,768.9,51,5,1,0.1,0.1,0.1,1.1,10.1,-22
01.01.202102:00,-15,693.5,768.9,55,2,1,0.1,0.1,0.1,1.1,10.1,-22
01.01.202102:30,-14,693.8,768.9,51,2,2,0.1,0.1,0.1,1.1,10.1,-22
01.01.202103:00,-14,693.8,768.9,51,1.9,2,0.1,0.1,0.1,1.1,10.1,-22
01.01.202103:30,-14,693.1,768.1,51,2,2,0.1,0.1,0.1,1.1,10.1,-22
01.01.202104:00,-15,692.8,768.1,55,5,1,0.1,0.1,0.1,1.1,10.1,-22
01.01.202104:30,-15,692.8,768.1,51,5,1,0.1,0.1,0.1,1.1,10.1,-23
01.01.202105:00,-15,692.8,768.1,55,0,0,0.1,0.1,0.1,1.1,10.1,-22
01.01.202105:30,-15,692.8,768.1,55,5,1,0.1,0.1,0.1,1.1,10.1,-22
01.01.202106:00,-16,692.5,768.1,66,2.1,1,0.1,0.1,0.1,1.1,10.1,-21
01.01.202106:30,-16,692.5,768.1,60,5,1,0.1,0.1,0.1,1.1,10.1,-22
01.01.202107:00,-15,692.8,768.1,60,5,1,0.1,0.1,0.1,1.1,10.1,-21
01.01.202107:30,-15,693.5,768.9,55,5,1,0.1,0.1,0.1,1.1,10.1,-22
01.01.202108:00,-14,693.8,768.9,56,5,1,0.1,0.1,0.1,1.1,10.1,-21
01.01.202108:30,-13,694,768.9,56,2.5,1,0.1,0.1,0.1,1.1,10.1,-20
01.01.202109:00,-10,694.9,768.9,48,5,1,0.1,0.1,0.1,1.1,10.1,-19
01.01.202109:30,-9,695.1,768.9,41,5,1,0.1,0.1,0.1,1.1,10.1,-20
01.01.202110:00,-8,695.4,768.9,35,5,1,0.1,0.1,0.1,1.1,10.1,-21
01.01.202110:30,-6,695.9,768.9,32,5,1,0.1,0.1,0.1,1.1,10.1,-20
01.01.202111:00,-5,695.4,768.1,36,5,1,0.1,0.1,0.1,1.1,10.1,-18
01.01.202111:30,-3,696,768.1,31,5,1,0.1,0.1,0.1,1.1,10.1,-18
01.01.202112:00,-1,695.7,767.3,29,3.1,2,0.1,0.1,0.1,1.1,10.1,-17
01.01.202112:30,0,695.4,766.6,29,4,2,0.1,0.1,0.1,1.1,10.1,-16
01.01.202113:00,1,695.6,766.6,25,3.9,3,0.1,0.1,0.1,1.1,10.1,-17
01.01.202113:30,2,695.1,765.8,23,3.9,3,0.1,0.1,0.1,1.1,10.1,-17
01.01.202114:00,3,695.4,765.8,22,3.5,3,0.1,0.1,0.1,1.1,10.1,-17
01.01.202114:30,4,694.9,765,18,3.9,3,0.1,0.1,0.1,1.1,10.1,-18
01.01.202115:00,5,695.8,765.8,16,3.9,3,0.1,0.1,0.1,1.1,10.1,-19
01.01.202115:30,5,695.8,765.8,16,3.9,3,0.1,0.1,0.1,1.1,10.1,-19
01.01.202116:00,5,695.8,765.8,14,4,3,0.1,0.1,0.1,1.1,10.1,-20
01.01.202116:30,4,695.6,765.8,11,4.5,6,0.1,0.1,0.1,1.1,10.1,-24
01.01.202117:00,3,695.4,765.8,12,4.1,6,0.1,0.1,0.1,1.1,10.1,-24
01.01.202117:30,2,695.8,766.6,13,4.1,4,0.1,0.1,0.1,1.1,10.1,-24
01.01.202118:00,1,695.6,766.6,14,4.5,4,0.1,0.1,0.1,1.1,10.1,-24
01.01.202118:30,0,695.4,766.6,17,4.5,4,0.1,0.1,0.1,1.1,10.1,-22
01.01.202119:00,0,696,767.3,17,4,3,0.1,0.1,0.1,1.1,10.1,-22
01.01.202119:30,0,696,767.3,23,4.1,3,0.1,0.1,0.1,1.1,10.1,-19
01.01.202120:00,0,696.7,768.1,23,4,3,0.1,0.1,0.1,1.1,10.1,-19
01.01.202120:30,-1,696.5,768.1,26,4.1,3,0.1,0.1,0.1,1.1,10.1,-18
01.01.202121:00,-3,696,768.1,28,3,3,0.1,0.1,0.1,1.1,10.1,-19
01.01.202121:30,-3,696,768.1,31,3,2,0.1,0.1,0.1,1.1,10.1,-18
01.01.202122:00,-5,695.4,768.1,36,3,2,0.1,0.1,0.1,1.1,10.1,-18
01.01.202122:30,-5,695.4,768.1,39,2.9,1,0.1,0.1,0.1,1.1,10.1,-17
01.01.202123:00,-6,695.2,768.1,42,5,1,0.1,0.1,0.1,1.1,10.1,-17
01.01.202123:30,-7,694.9,768.1,45,5,1,0.1,0.1,0.1,1.1,10.1,-17
01.02.202100:00,-2,692,763.5,34,5,1,0.1,0.1,0.1,1.1,10.1,-16
01.02.202100:30,-2,692,763.5,37,5,1,0.1,0.1,0.1,1.1,10.1,-15
01.02.202101:00,1,692.8,763.5,23,5.1,2,0.1,0.1,0.1,1.1,10.1,-18
01.02.202101:30,3,693.3,763.5,18,4,2,0.1,0.1,0.1,1.1,10.1,-19
01.02.202102:00,1,692.8,763.5,21,4.5,3,0.1,0.1,0.1,1.1,10.1,-19
01.02.202102:30,1,692.8,763.5,23,5.1,3,0.1,0.1,0.1,1.1,10.1,-18
01.02.202103:00,-1,692.3,763.5,31,5.1,3,0.1,0.1,0.1,1.1,10.1,-16
01.02.202103:30,1,692.8,763.5,23,4.5,3,0.1,0.1,0.1,1.1,10.1,-18
01.02.202104:00,0,692.5,763.5,25,4.1,4,0.1,0.1,0.1,1.1,10.1,-18
01.02.202104:30,1,692.8,763.5,23,4.5,4,0.1,0.1,0.1,1.1,10.1,-18
01.02.202105:00,-2,692,763.5,31,5.1,4,0.1,0.1,0.1,1.1,10.1,-17
01.02.202105:30,-1,692.3,763.5,29,1,3,0.1,0.1,0.1,1.1,10.1,-17
01.02.202106:00,-2,692,763.5,34,3.1,3,0.1,0.1,0.1,1.1,10.1,-16
01.02.202106:30,-4,691.5,763.5,39,5,1,0.1,0.1,0.1,1.1,10.1,-16
01.02.202107:00,-6,691,763.5,49,5,1,0.1,0.1,0.1,1.1,10.1,-15
01.02.202107:30,-6,691.7,764.3,45,2.5,1,0.1,0.1,0.1,1.1,10.1,-16
01.02.202108:00,-6,691.7,764.3,45,2.5,1,0.1,0.1,0.1,1.1,10.1,-16
01.02.202108:30,-4,692.3,764.3,46,2.5,1,0.1,0.1,0.1,1.1,10.1,-14
01.02.202109:00,0,693.9,765,32,5,1,0.1,0.1,0.1,1.1,10.1,-15
01.02.202109:30,1,694.1,765,29,5,1,0.1,0.1,0.1,1.1,10.1,-15
01.02.202110:00,4,694.9,765,18,4.5,2,0.1,0.1,0.1,1.1,10.1,-18
01.02.202110:30,5,695.1,765,17,4.5,4,0.1,0.1,0.1,1.1,10.1,-18
01.02.202111:00,5,695.1,765,17,3.9,3,0.1,0.1,0.1,1.1,10.1,-18
01.02.202111:30,6,695.4,765,15,4,4,0.1,0.1,0.1,1.1,10.1,-19
01.02.202112:00,6,695.4,765,15,3.5,3,0.1,0.1,0.1,1.1,10.1,-19
01.02.202112:30,7,695,764.3,15,3.9,4,0.1,0.1,0.1,1.1,10.1,-18
01.02.202113:00,7,695,764.3,14,5,1,0.1,0.1,0.1,1.1,10.1,-19
01.02.202113:30,8,695.2,764.3,13,5,4,9,0.1,0.1,1.1,10.1,-19
01.02.202114:00,7,694.2,763.5,13,5.1,10,0.1,0.1,0.1,1.1,10.1,-20
01.02.202114:30,7,695,764.3,12,5.1,9,14,0.1,0.1,1.1,10.1,-21
01.02.202115:00,7,695,764.3,9,5.1,12,0.1,0.1,0.1,1.1,10.1,-24
01.02.202115:30,6,695.4,765,9,4.5,11,0.1,0.1,0.1,1.1,10.1,-25
01.02.202116:00,6,695.4,765,9,4.5,10,0.1,0.1,0.1,1.1,10.1,-24
01.02.202116:30,5,695.8,765.8,9,4.5,10,0.1,0.1,0.1,1.1,10.1,-25
01.02.202117:00,4,696.3,766.6,12,4.5,7,0.1,0.1,0.1,1.1,10.1,-23
01.02.202117:30,3,696.1,766.6,13,4.5,7,0.1,0.1,0.1,1.1,10.1,-23
01.02.202118:00,2,696.5,767.3,14,5.1,7,0.1,0.1,0.1,1.1,10.1,-23
01.02.202118:30,2,697.2,768.1,14,5.1,7,0.1,0.1,0.1,1.1,10.1,-23
01.02.202119:00,1,697,768.1,15,4.5,6,0.1,0.1,0.1,1.1,10.1,-23
01.02.202119:30,0,697.4,768.9,21,4.5,5,0.1,0.1,0.1,1.1,10.1,-20
01.02.202120:00,0,697.4,768.9,23,1,4,0.1,0.1,0.1,1.1,10.1,-19
01.02.202120:30,-1,697.8,769.6,22,1,4,0.1,0.1,0.1,1.1,10.1,-20
01.02.202121:00,-2,698.3,770.4,20,1,4,0.1,0.1,0.1,1.1,10.1,-22
01.02.202121:30,-3,698,770.4,20,1.1,4,0.1,0.1,0.1,1.1,10.1,-23
01.02.202122:00,-3,698.7,771.1,20,1.5,2,0.1,0.1,0.1,1.1,10.1,-23
01.02.202122:30,-4,698.4,771.1,21,1,3,0.1,0.1,0.1,1.1,10.1,-23
01.02.202123:00,-4,698.4,771.1,21,1.1,3,0.1,0.1,0.1,1.1,10.1,-23
01.02.202123:30,-5,698.2,771.1,23,1,3,0.1,0.1,0.1,1.1,10.1,-23
01.03.202100:00,1,696.2,767.3,93,5,1,0.1,3111,0.1,1.2,2.5,0
01.03.202100:30,1,696.2,767.3,93,5,1,0.1,3111,0.1,1.2,3,0
01.03.202101:00,1,696.2,767.3,93,5,1,0.1,3111,0.1,1.2,2.8,0
01.03.202101:30,1,697,768.1,93,0,0,0.1,11,0.1,1.3,3,0
01.03.202103:00,1,696.2,767.3,93,5,1,0.1,11,0.1,1.3,3,0
01.03.202104:00,1,697,768.1,93,5,1,0.1,3111,0.1,1.3,2.8,0
01.03.202104:30,1,697,768.1,93,5,1,0.1,31,0.1,1.3,6,0
01.03.202105:00,1,697,768.1,93,5,1,0.1,31,0.1,1.3,7,0
01.03.202105:30,1,697,768.1,93,5,1,0.1,3111,0.1,1.3,5,0
01.03.202106:00,1,697.7,768.9,93,0,0,0.1,11,0.1,1.1,5,0
01.03.202106:30,1,697.7,768.9,93,5,1,0.1,11,0.1,1.1,4,0
01.03.202107:00,1,697.7,768.9,93,5,1,0.1,3111,0.1,1.1,4.5,0
01.03.202108:00,0,698.1,769.6,93,2.5,2,0.1,0.1,0.1,1.1,10.1,-1
01.03.202108:30,1,698.3,769.6,93,2.1,2,0.1,0.1,0.1,1.1,10.1,0
01.03.202109:00,1,698.3,769.6,87,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.03.202109:30,2,699.3,770.4,81,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.03.202110:00,3,699.5,770.4,81,5,1,0.1,0.1,0.1,1.1,10.1,0
01.03.202110:30,3,699.5,770.4,81,3.1,2,0.1,0.1,0.1,1.1,10.1,0
01.03.202111:00,3,699.5,770.4,87,3.5,3,0.1,0.1,0.1,1.1,10.1,1
01.03.202111:30,3,699.5,770.4,81,3.5,3,0.1,0.1,0.1,1.1,10.1,0
01.03.202112:00,4,699.1,769.6,75,3.5,2,0.1,0.1,0.1,1.1,10.1,0
01.03.202112:30,5,699.3,769.6,76,3.1,2,0.1,0.1,0.1,1.4,10.1,1
01.03.202113:00,6,699.5,769.6,66,3.5,3,0.1,0.1,0.1,1.4,10.1,0
01.03.202113:30,5,698.7,768.9,66,4,2,0.1,0.1,0.1,1.5,10.1,-1
01.03.202114:00,7,699.1,768.9,61,3.9,4,0.1,0.1,0.1,1.5,10.1,0
01.03.202114:30,6,698.9,768.9,66,3.1,4,0.1,0.1,0.1,1.5,10.1,0
01.03.202115:00,7,698.4,768.1,66,3.5,4,0.1,0.1,0.1,1.6,10.1,1
01.03.202115:30,9,698.9,768.1,27,4.1,5,0.1,0.1,0.1,1.6,10.1,-9
01.03.202116:00,8,698.6,768.1,25,4.1,6,0.1,0.1,0.1,1.7,10.1,-11
01.03.202116:30,8,698.6,768.1,53,4,4,0.1,0.1,0.1,1.7,10.1,-1
01.03.202117:00,6,698.2,768.1,61,4,4,0.1,0.1,0.1,1.8,10.1,-1
01.03.202117:30,6,698.2,768.1,53,3.9,4,0.1,0.1,0.1,1.8,10.1,-3
01.03.202118:00,6,698.2,768.1,57,4,4,0.1,7,0.1,1.8,5,-2
01.03.202118:30,5,697.9,768.1,61,4,3,0.1,7,0.1,1.8,5,-2
01.03.202119:00,4,698.4,768.9,65,4.1,3,0.1,0.1,0.1,1.8,6,-2
01.03.202119:30,3,698.2,768.9,56,4.5,3,0.1,0.1,0.1,1.8,10.1,-5
01.03.202120:00,3,698.2,768.9,48,4.1,4,0.1,0.1,0.1,1.8,10.1,-7
01.03.202120:30,4,698.4,768.9,42,4,3,0.1,0.1,0.1,1.8,10.1,-8
01.03.202121:00,4,698.4,768.9,42,4,3,0.1,0.1,0.1,1.1,10.1,-8
01.03.202121:30,3,698.8,769.6,45,4.1,4,0.1,0.1,0.1,1.1,10.1,-8
01.03.202122:00,3,698.8,769.6,45,4,4,0.1,0.1,0.1,1.1,10.1,-8
01.03.202122:30,2,698.6,769.6,52,4,4,0.1,0.1,0.1,1.1,10.1,-7
01.03.202123:00,3,698.8,769.6,45,4.1,3,0.1,0.1,0.1,1.1,10.1,-8
01.03.202123:30,1,698.3,769.6,65,3,3,0.1,0.1,0.1,1.1,10.1,-5
01.04.202100:00,12,692.7,760.5,51,2.1,4,0.1,0.1,0.1,1.1,10.1,2
01.04.202100:30,12,692.7,760.5,47,2.5,3,0.1,0.1,0.1,1.1,10.1,1
01.04.202101:00,13,692.9,760.5,38,2.9,4,0.1,0.1,0.1,1.1,10.1,-1
01.04.202101:30,13,692.9,760.5,38,2.9,4,0.1,0.1,0.1,1.1,10.1,-1
01.04.202102:00,13,692.9,760.5,41,2.5,3,0.1,0.1,0.1,1.1,10.1,0
01.04.202102:30,13,692.9,760.5,41,2.5,3,0.1,0.1,0.1,1.1,10.1,0
01.04.202103:00,12,692.7,760.5,47,2.9,2,0.1,0.1,0.1,1.1,10.1,1
01.04.202103:30,12,692.7,760.5,47,2.5,2,0.1,0.1,0.1,1.1,10.1,1
01.04.202104:00,12,692.7,760.5,47,2.5,3,0.1,0.1,0.1,1.1,10.1,1
01.04.202104:30,12,692.7,760.5,47,5,1,0.1,0.1,0.1,1.1,10.1,1
01.04.202105:00,12,692.7,760.5,47,2.5,1,0.1,0.1,0.1,1.1,10.1,1
01.04.202105:30,11,692.4,760.5,54,5,1,0.1,0.1,0.1,1.1,10.1,2
01.04.202106:00,12,693.3,761.2,51,1.9,2,0.1,0.1,0.1,1.1,10.1,2
01.04.202106:30,12,693.3,761.2,47,1.9,2,0.1,0.1,0.1,1.1,10.1,1
01.04.202107:00,12,693.3,761.2,51,2,2,0.1,0.1,0.1,1.1,10.1,2
01.04.202107:30,12,693.3,761.2,51,2,3,0.1,0.1,0.1,1.1,10.1,2
01.04.202108:00,12,693.3,761.2,51,1.9,2,0.1,0.1,0.1,1.1,10.1,2
01.04.202108:30,12,693.3,761.2,54,1.9,2,0.1,0.1,0.1,1.1,6,3
01.04.202109:00,13,694.2,762,55,2,2,0.1,0.1,0.1,1.1,6,4
01.04.202109:30,13,694.2,762,55,2,2,0.1,0.1,0.1,1.1,6,4
01.04.202110:00,13,694.2,762,55,2,5,0.1,0.1,0.1,1.1,7,4
01.04.202110:30,14,694.5,762,51,2,4,0.1,0.1,0.1,1.1,7,4
01.04.202111:00,14,694.5,762,48,2.1,6,0.1,0.1,0.1,1.1,7,3
01.04.202111:30,13,693.5,761.2,47,2,6,0.1,0.1,0.1,1.1,7,2
01.04.202112:00,13,693.5,761.2,44,2,6,0.1,0.1,0.1,1.1,7,1
01.04.202112:30,13,693.5,761.2,33,2,6,0.1,0.1,0.1,1.1,7,-3
01.04.202113:00,13,693.5,761.2,28,2,5,0.1,0.1,0.1,1.1,10.1,-5
01.04.202113:30,13,693.5,761.2,26,2,5,0.1,411,0.1,1.1,10.1,-6
01.04.202114:00,13,694.2,762,24,1.9,5,0.1,411,0.1,2.3,10.1,-7
01.04.202114:30,13,694.2,762,26,1.5,4,0.1,0.1,0.1,2.3,10.1,-6
01.04.202115:00,11,693.8,762,47,1.1,4,0.1,31,0.1,2.3,10.1,0
01.04.202115:30,11,693.8,762,54,1.1,3,0.1,31,0.1,2.3,10.1,2
01.04.202116:00,10,693.6,762,62,1,4,0.1,31,0.1,2.3,10.1,3
01.04.202116:30,9,693.3,762,66,1.1,3,0.1,31,0.1,2.3,10.1,3
01.04.202117:00,9,693.3,762,71,1.5,2,0.1,31,0.1,2.3,10.1,4
01.04.202117:30,9,693.3,762,62,2,5,0.1,31,0.1,2.3,10.1,2
01.04.202118:00,9,693.3,762,62,1.9,4,0.1,31,0.1,2.3,10.1,2
01.04.202118:30,9,693.3,762,62,1.9,3,0.1,31,0.1,2.3,10.1,2
01.04.202119:00,9,693.3,762,62,1.1,3,0.1,31,0.1,2.3,10.1,2
01.04.202119:30,9,694.1,762.8,62,1,3,0.1,0.1,0.1,2.4,10.1,2
01.04.202120:00,9,694.1,762.8,62,1,4,0.1,0.1,0.1,2.4,10.1,2
01.04.202120:30,9,694.7,763.5,62,1,4,0.1,0.1,0.1,1.6,10.1,2
01.04.202121:00,9,694.7,763.5,62,1,4,0.1,0.1,0.1,1.6,10.1,2
01.04.202121:30,8,694.5,763.5,66,1,6,0.1,0.1,0.1,1.6,10.1,2
01.04.202122:00,8,694.5,763.5,66,1,4,0.1,31,0.1,1.6,10.1,2
01.04.202122:30,8,695.2,764.3,66,5,3,0.1,31,0.1,1.6,10.1,2
01.04.202123:00,8,695.2,764.3,62,1.9,3,0.1,31,0.1,1.6,10.1,1
01.04.202123:30,8,695.2,764.3,62,1.5,4,0.1,31,0.1,1.6,10.1,1
01.05.202100:00,11,691.1,759,32,4,2,0.1,0.1,0.1,1.1,10.1,-5
01.05.202100:30,9,690.6,759,40,5,1,0.1,0.1,0.1,1.1,10.1,-4
01.05.202101:00,9,690.6,759,43,5,1,0.1,0.1,0.1,1.1,10.1,-3
01.05.202101:30,7,690.1,759,53,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202102:00,7,689.4,758.2,53,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202102:30,6,689.2,758.2,57,0,0,0.1,0.1,0.1,1.1,10.1,-2
01.05.202103:00,6,689.2,758.2,53,0,0,0.1,0.1,0.1,1.1,10.1,-3
01.05.202103:30,5,688.9,758.2,61,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202104:00,6,689.2,758.2,57,2.1,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202104:30,4,688.7,758.2,65,2.5,2,0.1,0.1,0.1,1.1,10.1,-2
01.05.202105:00,6,689.2,758.2,57,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202105:30,6,689.9,759,57,5,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202106:00,7,690.1,759,61,5,1,0.1,0.1,0.1,1.1,10.1,0
01.05.202106:30,8,690.4,759,53,2.1,1,0.1,0.1,0.1,1.1,10.1,-1
01.05.202107:00,10,691.5,759.7,47,5,1,0.1,0.1,0.1,1.1,10.1,-1
01.05.202107:30,12,691.9,759.7,33,5,1,0.1,0.1,0.1,1.1,10.1,-4
01.05.202108:00,13,692.2,759.7,31,2.5,2,0.1,0.1,0.1,1.1,10.1,-4
01.05.202108:30,14,692.4,759.7,31,2.5,2,0.1,0.1,0.1,1.1,10.1,-3
01.05.202109:00,16,692.8,759.7,29,2.9,2,0.1,0.1,0.1,1.1,10.1,-2
01.05.202109:30,17,693,759.7,25,3,2,0.1,0.1,0.1,1.1,10.1,-3
01.05.202110:00,18,692.6,759,26,3.1,4,0.1,0.1,0.1,1.1,10.1,-2
01.05.202110:30,20,693.1,759,23,1.1,1,0.1,0.1,0.1,1.1,10.1,-2
01.05.202111:00,21,693.3,759,18,2,2,0.1,0.1,0.1,1.1,10.1,-4
01.05.202111:30,23,693,758.2,17,5,3,0.1,0.1,0.1,1.1,10.1,-3
01.05.202112:00,23,692.5,757.7,17,3,3,0.1,0.1,0.1,1.1,10.1,-3
01.05.202112:30,23,692.5,757.7,16,5.1,3,8,0.1,0.1,1.1,10.1,-4
01.05.202113:00,24,692.7,757.7,14,1,5,0.1,0.1,0.1,1.1,10.1,-5
01.05.202113:30,25,692.2,756.9,14,5,3,0.1,0.1,0.1,1.1,10.1,-4
01.05.202114:00,25,692.2,756.9,15,4.5,5,0.1,0.1,0.1,1.1,10.1,-3
01.05.202114:30,25,692.2,756.9,14,5.1,2,0.1,0.1,0.1,1.1,10.1,-4
01.05.202115:00,25,691.6,756.2,15,5,2,0.1,0.1,0.1,1.1,10.1,-3
01.05.202115:30,26,691.8,756.2,15,1,3,0.1,0.1,0.1,1.1,10.1,-3
01.05.202116:00,25,691.6,756.2,14,1,3,0.1,0.1,0.1,1.1,10.1,-4
01.05.202116:30,25,691.6,756.2,14,1,5,0.1,0.1,0.1,1.1,10.1,-4
01.05.202117:00,25,692.2,756.9,14,1.1,4,0.1,0.1,0.1,1.1,10.1,-4
01.05.202117:30,25,692.2,756.9,14,1.5,4,0.1,0.1,0.1,1.1,10.1,-4
01.05.202118:00,24,692,756.9,15,1.5,3,0.1,0.1,0.1,1.1,10.1,-4
01.05.202118:30,24,692.7,757.7,15,1.1,3,0.1,0.1,0.1,1.1,10.1,-4
01.05.202119:00,23,693,758.2,16,1.9,4,0.1,0.1,0.1,1.1,10.1,-4
01.05.202119:30,22,693.5,759,17,1.5,4,0.1,0.1,0.1,1.1,10.1,-4
01.05.202120:00,20,693.7,759.7,24,2,6,0.1,0.1,0.1,1.1,10.1,-1
01.05.202120:30,18,693.3,759.7,30,1.9,6,0.1,0.1,0.1,1.1,10.1,0
01.05.202121:00,17,693.8,760.5,32,1.9,6,0.1,0.1,0.1,1.1,10.1,0
01.05.202121:30,17,694.4,761.2,32,2,6,0.1,0.1,0.1,1.1,10.1,0
01.05.202122:00,16,694.9,762,34,2,5,0.1,0.1,0.1,1.1,10.1,0
01.05.202122:30,16,694.9,762,34,2,6,0.1,0.1,0.1,1.1,10.1,0
01.05.202123:00,15,695.4,762.8,34,2,6,0.1,0.1,0.1,1.1,10.1,-1
01.05.202123:30,15,695.4,762.8,34,2,6,0.1,0.1,0.1,1.1,10.1,-1
01.06.202100:00,17,691.2,757.7,68,2,2,0.1,0.1,0.1,1.1,10.1,11
01.06.202100:30,17,691.2,757.7,68,5,1,0.1,0.1,0.1,1.1,10.1,11
01.06.202101:00,15,690.8,757.7,77,5,1,0.1,0.1,0.1,1.1,10.1,11
01.06.202101:30,15,690.8,757.7,77,5,1,0.1,0.1,0.1,1.1,10.1,11
01.06.202102:00,14,690.6,757.7,82,5,1,0.1,0.1,0.1,1.1,10.1,11
01.06.202102:30,13,690.8,758.2,82,1,1,0.1,0.1,0.1,1.1,10.1,10
01.06.202103:00,13,690.3,757.7,82,2,1,0.1,0.1,0.1,1.1,10.1,10
01.06.202103:30,13,690.3,757.7,82,2,1,0.1,0.1,0.1,1.1,10.1,10
01.06.202104:00,13,690.8,758.2,82,2,1,0.1,0.1,0.1,1.1,10.1,10
01.06.202104:30,13,690.8,758.2,82,2.1,2,0.1,0.1,0.1,1.1,10.1,10
01.06.202105:00,13,690.8,758.2,82,5,1,0.1,0.1,0.1,1.1,10.1,10
01.06.202105:30,12,690.6,758.2,88,5,1,0.1,0.1,0.1,1.1,10.1,10
01.06.202106:00,14,691,758.2,82,5,1,0.1,0.1,0.1,1.1,10.1,11
01.06.202106:30,15,692,759,82,0,0,0.1,0.1,0.1,1.1,10.1,12
01.06.202107:00,16,691.5,758.2,77,5,1,0.1,0.1,0.1,1.1,10.1,12
01.06.202107:30,18,692.6,759,68,1.1,2,0.1,0.1,0.1,1.1,10.1,12
01.06.202108:00,20,693.1,759,60,5,1,0.1,0.1,0.1,1.1,10.1,12
01.06.202108:30,21,692.5,758.2,57,5,1,0.1,0.1,0.1,1.1,10.1,12
01.06.202109:00,22,692.8,758.2,50,5,1,0.1,0.1,0.1,1.1,10.1,11
01.06.202109:30,23,693,758.2,47,5,2,0.1,0.1,0.1,1.1,10.1,11
01.06.202110:00,25,693.4,758.2,42,2.5,2,0.1,0.1,0.1,1.1,10.1,11
01.06.202110:30,25,692.9,757.7,39,5,3,0.1,0.1,0.1,1.1,10.1,10
01.06.202111:00,26,693.1,757.7,32,5,2,0.1,0.1,0.1,1.1,10.1,8
01.06.202111:30,27,693.3,757.7,30,5,1,0.1,0.1,0.1,1.1,10.1,8
01.06.202112:00,27,692.6,756.9,26,5,1,0.1,0.1,0.1,1.1,10.1,6
01.06.202112:30,28,692.8,756.9,26,5,3,0.1,0.1,0.1,1.1,10.1,7
01.06.202113:00,29,692.4,756.2,25,3.9,4,0.1,0.1,0.1,1.7,10.1,7
01.06.202113:30,30,692.6,756.2,19,3.5,3,0.1,0.1,0.1,1.7,10.1,4
01.06.202114:00,30,691.8,755.4,19,3.1,4,0.1,0.1,0.1,7.7,10.1,4
01.06.202114:30,31,692,755.4,13,3.1,4,0.1,0.1,0.1,7.7,10.1,0
01.06.202115:00,31,691.3,754.6,13,3.5,5,0.1,0.1,0.1,7.7,10.1,0
01.06.202115:30,31,691.3,754.6,13,3.5,5,0.1,0.1,0.1,7.7,10.1,0
01.06.202116:00,31,690.7,753.9,13,3.5,5,0.1,0.1,0.1,7.7,10.1,0
01.06.202116:30,31,690.7,753.9,16,3.5,5,0.1,0.1,0.1,1.7,10.1,2
01.06.202117:00,31,690.7,753.9,16,3.9,6,0.1,0.1,0.1,1.7,10.1,2
01.06.202117:30,31,689.9,753.1,16,3.9,4,0.1,0.1,0.1,1.7,10.1,2
01.06.202118:00,31,689.9,753.1,13,3.5,4,0.1,0.1,0.1,1.7,10.1,0
01.06.202118:30,30,689.7,753.1,13,3.9,4,0.1,0.1,0.1,1.1,10.1,-1
01.06.202119:00,29,690.3,753.9,20,3.1,4,0.1,0.1,0.1,1.1,10.1,4
01.06.202119:30,28,690.1,753.9,20,3,5,0.1,0.1,0.1,1.1,10.1,3
01.06.202120:00,26,689.7,753.9,24,3,3,0.1,0.1,0.1,1.1,10.1,4
01.06.202120:30,25,690.1,754.6,26,3,2,0.1,0.1,0.1,1.1,10.1,4
01.06.202121:00,24,689.9,754.6,29,3,3,0.1,0.1,0.1,1.1,10.1,5
01.06.202121:30,24,689.9,754.6,29,3,2,0.1,0.1,0.1,1.1,10.1,5
01.06.202122:00,24,689.9,754.6,31,3,2,0.1,0.1,0.1,1.1,10.1,6
01.06.202122:30,23,690.4,755.4,50,2,6,0.1,0.1,0.1,1.1,8,12
01.06.202123:00,21,690.7,756.2,57,2.5,3,0.1,0.1,0.1,1.1,6,12
01.06.202123:30,20,689.8,755.4,64,2,7,12,7,0.1,1.1,5,13
01.07.202100:00,25,690.1,754.6,57,2,4,0.1,0.1,0.1,1.1,10.1,16
01.07.202100:30,24,689.9,754.6,61,2.1,2,0.1,0.1,0.1,1.1,10.1,16
01.07.202101:00,24,689.9,754.6,65,2,3,0.1,0.1,0.1,1.1,10.1,17
01.07.202101:30,24,689.9,754.6,65,2.1,3,0.1,0.1,0.1,1.1,10.1,17
01.07.202102:00,23,689.7,754.6,57,2.9,3,0.1,0.1,0.1,1.1,10.1,14
01.07.202102:30,23,689.7,754.6,57,2.9,3,0.1,0.1,0.1,1.1,10.1,14
01.07.202103:00,22,689.5,754.6,61,2.5,3,0.1,0.1,0.1,1.1,10.1,14
