"STATION","NAME","DATE","CDSD","CLDD","DP01","DP10","DT00","DT32","DX32","DX70","DX90","EMNT","EMXP","EMXT","HDSD","HTDD","PRCP","TAVG","TMAX","TMIN"
"CHM00058457","HANGZHOU, CH","1966-05","171","119","13","9","0","0","0","26","1","48","1.54","93","2794","12","4.63","68.5","76.9","60.1"
"CHM00058457","HANGZHOU, CH","1966-06","511","339","13","10","0","0","0","30","5","62","2.91","93","2794","0","8.73","76.3","83.8","68.8"
"CHM00058457","HANGZHOU, CH","1966-07","1088","577","8","5","0","0","0","31","20","70","2.30","98","0","0","4.57","83.6","91.1","76.2"
"CHM00058457","HANGZHOU, CH","1966-08","1687","599","7","5","0","0","0","31","23","66","1.31","101","0","0","3.20","84.3","92.6","76.0"
"CHM00058457","HANGZHOU, CH","1966-09","1887","200","4","2","0","0","0","30","1","54","4.23","92","0","0","4.82","71.7","79.9","63.4"
"CHM00058457","HANGZHOU, CH","1966-10","1966","80","10","4","0","0","0","29","0","36","0.89","82","60","60","1.50","65.6","75.1","56.1"
"CHM00058457","HANGZHOU, CH","1966-11","1971","5","9","4","0","2","0","11","0","31","1.05","80","351","291","2.22","55.4","64.9","46.0"
"CHM00058457","HANGZHOU, CH","1966-12","1971","0","14","9","0","8","1","0","0","22","1.45","63","1047","695","4.09","42.6","48.1","37.1"
"CHM00058457","HANGZHOU, CH","1967-01","0","0","5","1","0","21","0","1","0","18","1.23","75","1879","832","1.41","38.2","46.3","30.0"
"CHM00058457","HANGZHOU, CH","1967-02","0","0","10","8","0","11","0","1","0","24","1.07","72","2533","653","3.03","41.7","48.9","34.4"
"CHM00058457","HANGZHOU, CH","1967-03","2","2","16","8","0","3","0","3","0","29","2.09","82","2974","442","5.69","50.8","58.9","42.7"
"CHM00058457","HANGZHOU, CH","1967-04","39","38","19","13","0","0","0","7","1","44","0.91","93","3190","216","5.74","59.1","65.3","52.8"
"CHM00058457","HANGZHOU, CH","1967-05","224","185","17","12","0","0","0","25","1","56","1.46","93","3204","14","7.05","70.5","76.7","64.3"
"CHM00058457","HANGZHOU, CH","1967-06","621","397","9","4","0","0","0","30","5","62","0.89","96","3204","0","2.22","78.2","85.1","71.4"
"CHM00058457","HANGZHOU, CH","1967-07","1226","604","7","5","0","0","0","31","24","68","2.16","99","0","0","3.93","84.5","92.0","77.0"
"CHM00058457","HANGZHOU, CH","1967-08","1916","690","1","1","0","0","0","31","31","73","1.05","101","0","0","1.06","87.3","95.8","78.8"
"CHM00058457","HANGZHOU, CH","1967-09","2235","319","5","3","0","0","0","30","9","57","1.15","97","0","0","2.67","75.6","83.9","67.4"
"CHM00058457","HANGZHOU, CH","1967-10","2273","38","4","3","0","0","0","24","0","48","0.29","86","27","27","0.67","65.4","74.1","56.6"
"CHM00058457","HANGZHOU, CH","1967-11","2276","3","16","8","0","0","0","3","0","34","0.80","75","328","301","3.71","55.0","61.0","49.1"
"CHM00058457","HANGZHOU, CH","1967-12","2276","0","4","1","0","25","0","0","0","20","0.26","58","1206","878","0.41","36.7","44.8","28.5"
"CHM00058457","HANGZHOU, CH","1968-01","0","0","7","5","0","14","0","0","0","22","0.54","64","2002","795","1.79","39.3","46.3","32.3"
"CHM00058457","HANGZHOU, CH","1968-02","0","0","7","2","0","20","0","0","0","25","0.68","67","2790","789","1.14","37.8","44.9","30.7"
"CHM00058457","HANGZHOU, CH","1968-03","0","0","14","9","0","2","0","2","0","29","0.48","74","3229","438","2.52","50.9","58.8","42.9"
"CHM00058457","HANGZHOU, CH","1968-04","13","13","11","9","0","0","0","13","0","43","1.65","82","3400","171","5.45","59.7","68.4","51.1"
"CHM00058457","HANGZHOU, CH","1968-05","187","174","14","14","0","0","0","25","0","53","1.67","89","3432","32","9.48","69.6","76.2","63.0"
"CHM00058457","HANGZHOU, CH","1968-06","515","328","7","6","0","0","0","30","4","62","1.20","93","3432","0","3.84","75.9","83.2","68.7"
"CHM00058457","HANGZHOU, CH","1968-07","1045","530","11","10","0","0","0","31","14","69","1.55","97","0","0","7.48","82.1","89.2","75.0"
"CHM00058457","HANGZHOU, CH","1968-08","1599","554","7","5","0","0","0","31","16","66","2.74","96","0","0","5.08","82.9","89.8","75.9"
"CHM00058457","HANGZHOU, CH","1968-09","1925","326","6","6","0","0","0","30","2","61","1.05","92","0","0","2.52","75.9","82.8","69.0"
"CHM00058457","HANGZHOU, CH","1968-10","1990","65","8","5","0","0","0","16","0","41","0.62","89","119","119","1.62","63.3","71.1","55.4"
"CHM00058457","HANGZHOU, CH","1968-11","1996","6","4","2","0","1","0","11","0","30","0.19","80","330","211","0.51","58.2","67.6","48.7"
"CHM00058457","HANGZHOU, CH","1968-12","1997","1","18","11","0","4","0","3","0","26","0.73","80","787","457","4.22","50.3","56.0","44.6"
"CHM00058457","HANGZHOU, CH","1969-01","0","0","16","8","0","16","2","0","0","22","1.33","66","1568","780","4.16","39.8","45.1","34.6"
"CHM00058457","HANGZHOU, CH","1969-02","0","0","13","10","0","12","4","1","0","15","0.89","73","2367","799","4.33","36.5","41.7","31.2"
"CHM00058457","HANGZHOU, CH","1969-03","6","6","13","11","0","2","0","3","0","30","0.94","83","2907","541","5.10","47.7","53.6","41.9"
"CHM00058457","HANGZHOU, CH","1969-04","75","69","14","10","0","0","0","16","1","34","0.88","92","3047","139","4.06","62.7","71.3","54.0"
"CHM00058457","HANGZHOU, CH","1969-05","308","232","14","7","0","0","0","28","5","54","1.49","93","3055","8","4.58","72.2","80.3","64.2"
"CHM00058457","HANGZHOU, CH","1969-06","595","287","17","10","0","0","0","29","2","57","1.50","93","3055","0","5.71","74.6","81.8","67.4"
"CHM00058457","HANGZHOU, CH","1969-07","1145","551","16","12","0","0","0","31","18","67","1.90","98","0","0","9.55","82.8","89.4","76.2"
"CHM00058457","HANGZHOU, CH","1969-08","1730","584","11","6","0","0","0","31","16","71","0.98","100","0","0","4.00","83.8","90.6","77.1"
"CHM00058457","HANGZHOU, CH","1969-09","2126","396","14","7","0","0","0","30","6","62","1.55","93","0","0","4.17","78.2","84.6","71.8"
"CHM00058457","HANGZHOU, CH","1969-10","2166","40","3","0","0","0","0","26","0","45","0.07","83","57","57","0.13","64.5","74.2","54.7"
"CHM00058457","HANGZHOU, CH","1969-11","2169","3","5","2","0","2","0","5","0","29","0.83","79","470","413","1.38","51.3","60.2","42.5"
"CHM00058457","HANGZHOU, CH","1969-12","2169","0","4","3","0","16","0","0","0","23","0.37","70","1162","692","0.81","42.7","52.0","33.3"
"CHM00058457","HANGZHOU, CH","1970-01","0","0","11","5","0","18","2","0","0","19","0.57","61","2016","854","1.97","37.5","44.0","31.0"
"CHM00058457","HANGZHOU, CH","1970-02","0","0","13","8","0","4","0","2","0","29","0.74","76","2551","535","3.26","45.9","53.9","37.9"
"CHM00058457","HANGZHOU, CH","1970-03","0","0","19","12","0","2","0","0","0","30","1.78","68","3210","659","8.54","43.7","49.0","38.4"
"CHM00058457","HANGZHOU, CH","1970-04","14","14","11","5","0","0","0","12","0","37","0.52","86","3410","199","1.83","58.8","66.8","50.9"
"CHM00058457","HANGZHOU, CH","1970-05","179","164","14","11","0","0","0","26","0","55","1.46","89","3419","10","7.27","70.0","76.6","63.4"
"CHM00058457","HANGZHOU, CH","1970-06","459","280","17","11","0","0","0","28","1","61","1.61","92","3419","0","7.36","74.3","80.1","68.5"
"CHM00058457","HANGZHOU, CH","1970-07","1015","556","11","8","0","0","0","31","17","69","1.48","99","0","0","4.28","82.9","90.2","75.7"
"CHM00058457","HANGZHOU, CH","1970-08","1609","594","9","6","0","0","0","31","19","74","2.80","96","0","0","4.40","84.1","90.6","77.7"
"CHM00058457","HANGZHOU, CH","1970-09","1983","374","16","10","0","0","0","28","2","55","1.30","95","8","8","5.35","77.2","82.8","71.6"
"CHM00058457","HANGZHOU, CH","1970-10","2072","90","9","5","0","0","0","22","0","39","0.90","87","88","80","2.23","65.3","72.5","58.1"
"CHM00058457","HANGZHOU, CH","1970-11","2072","0","9","6","0","0","0","7","0","33","0.72","78","422","333","3.26","53.9","62.0","45.8"
"CHM00058457","HANGZHOU, CH","1970-12","2072","0","12","6","0","2","0","0","0","28","0.85","69","1035","613","2.45","45.2","51.1","39.4"
"CHM00058457","HANGZHOU, CH","1971-01","0","0","3","2","0","17","0","0","0","24","0.23","60","1825","789","0.47","39.5","46.8","32.3"
"CHM00058457","HANGZHOU, CH","1971-02","0","0","10","8","0","12","0","0","0","24","0.64","65","2489","664","2.62","41.3","47.6","35.0"
"CHM00058457","HANGZHOU, CH","1971-03","6","6","12","6","0","1","0","5","0","32","1.18","82","3031","542","3.70","47.7","55.1","40.4"
"CHM00058457","HANGZHOU, CH","1971-04","34","28","12","7","0","0","0","12","0","44","1.12","83","3194","163","3.73","60.5","68.3","52.7"
"CHM00058457","HANGZHOU, CH","1971-05","196","161","15","12","0","0","0","26","0","51","1.28","87","3213","19","5.94","69.6","77.0","62.2"
"CHM00058457","HANGZHOU, CH","1971-06","642","447","13","9","0","0","0","30","12","62","3.37","98","3213","0","12.94","79.9","86.9","72.9"
"CHM00058457","HANGZHOU, CH","1971-07","1358","716","5","3","0","0","0","31","31","74","0.99","101","0","0","1.80","88.1","97.4","78.8"
"CHM00058457","HANGZHOU, CH","1971-08","1977","619","8","3","0","0","0","31","28","71","1.13","102","0","0","2.22","85.0","94.5","75.4"
"CHM00058457","HANGZHOU, CH","1971-09","2240","262","15","10","0","0","0","28","3","59","1.61","98","3","3","9.34","73.6","79.3","67.9"
"CHM00058457","HANGZHOU, CH","1971-10","2256","17","8","8","0","0","0","14","0","49","1.76","81","124","121","5.80","61.6","67.8","55.5"
"CHM00058457","HANGZHOU, CH","1971-11","2257","1","3","1","0","1","0","4","0","29","0.10","75","418","294","0.18","55.2","62.7","47.8"
"CHM00058457","HANGZHOU, CH","1971-12","2257","0","7","5","0","8","0","0","0","29","0.52","68","1043","625","2.02","44.8","52.0","37.7"
"CHM00058457","HANGZHOU, CH","1972-01","0","0","5","1","0","9","0","0","0","27","0.11","68","1763","720","0.24","41.8","47.7","35.8"
"CHM00058457","HANGZHOU, CH","1972-02","0","0","19","12","0","15","2","0","0","25","1.48","48","2597","834","6.28","36.2","40.1","32.4"
"CHM00058457","HANGZHOU, CH","1972-03","4","4","10","6","0","4","0","3","0","30","0.55","80","3042","445","2.35","50.8","58.7","42.9"
"CHM00058457","HANGZHOU, CH","1972-04","73","69","13","9","0","0","0","10","2","32","1.38","90","3278","236","4.26","59.4","67.2","51.6"
"CHM00058457","HANGZHOU, CH","1972-05","205","132","14","9","0","0","0","24","1","54","1.09","92","3300","22","5.40","68.6","75.8","61.4"
"CHM00058457","HANGZHOU, CH","1972-06","555","350","17","13","0","0","0","29","7","62","2.31","94","3300","0","7.51","76.7","83.8","69.6"
"CHM00058457","HANGZHOU, CH","1972-07","1088","532","9","6","0","0","0","31","12","69","1.49","97","0","0","3.07","82.2","89.0","75.4"
"CHM00058457","HANGZHOU, CH","1972-08","1618","530","15","10","0","0","0","31","15","68","4.17","95","0","0","9.54","82.1","89.0","75.2"
"CHM00058457","HANGZHOU, CH","1972-09","1881","263","6","5","0","0","0","29","2","57","0.91","96","0","0","2.16","73.8","81.0","66.5"
"CHM00058457","HANGZHOU, CH","1972-10","1953","71","11","8","0","0","0","20","0","44","2.11","82","72","72","6.66","65.0","72.2","57.7"
"CHM00058457","HANGZHOU, CH","1972-11","1953","0","10","7","0","1","0","4","0","32","0.87","73","361","288","3.29","55.4","62.1","48.7"
"CHM00058457","HANGZHOU, CH","1972-12","1953","0","11","6","0","4","0","0","0","24","1.14","70","996","635","3.19","44.5","50.7","38.3"
"CHM00058457","HANGZHOU, CH","1973-01","0","0","11","8","0","7","0","0","0","27","0.64","60","1746","750","2.80","40.8","45.6","36.0"
"CHM00058457","HANGZHOU, CH","1973-02","0","0","21","16","0","3","0","0","0","31","1.97","68","2308","563","10.62","44.9","49.7","40.2"
"CHM00058457","HANGZHOU, CH","1973-03","16","16","16","12","0","0","0","5","0","38","0.94","87","2724","415","5.00","52.1","58.2","46.1"
"CHM00058457","HANGZHOU, CH","1973-04","80","64","17","12","0","0","0","13","0","44","0.96","87","2832","108","6.90","63.5","71.1","55.9"
"CHM00058457","HANGZHOU, CH","1973-05","167","87","20","14","0","0","0","22","0","52","3.35","83","2852","20","13.61","67.1","73.1","61.2"
"CHM00058457","HANGZHOU, CH","1973-06","457","290","17","13","0","0","0","29","2","59","2.62","92","2854","2","10.82","74.6","80.3","68.9"
"CHM00058457","HANGZHOU, CH","1973-07","1042","584","15","8","0","0","0","31","19","75","2.03","96","0","0","5.36","83.9","90.7","77.1"
"CHM00058457","HANGZHOU, CH","1973-08","1638","596","8","4","0","0","0","31","26","74","2.22","98","0","0","5.06","84.2","92.0","76.5"
"CHM00058457","HANGZHOU, CH","1973-09","1841","203","21","16","0","0","0","29","0","59","2.14","87","0","0","16.13","71.8","77.3","66.2"
"CHM00058457","HANGZHOU, CH","1973-10","1920","78","8","5","0","0","0","16","1","45","1.71","92","84","83","4.73","64.8","71.1","58.6"
"CHM00058457","HANGZHOU, CH","1973-11","1920","0","2","1","0","0","0","2","0","40","0.10","75","380","297","0.16","55.1","62.9","47.4"
"CHM00058457","HANGZHOU, CH","1973-12","1920","0","2","0","0","9","0","0","0","20","0.01","66","1045","664","0.03","43.6","52.2","34.9"
"CHM00058457","HANGZHOU, CH","1974-01","0","0","15","6","0","8","0","0","0","26","0.87","58","1856","811","3.50","38.8","43.6","34.1"
"CHM00058457","HANGZHOU, CH","1974-02","0","0","12","8","0","14","1","0","0","23","0.89","70","2529","673","3.41","41.0","47.4","34.5"
"CHM00058457","HANGZHOU, CH","1974-03","2","2","7","5","0","0","0","5","0","33","0.75","78","2997","468","2.56","50.0","57.6","42.4"
"CHM00058457","HANGZHOU, CH","1974-04","47","45","8","6","0","0","0","18","0","40","1.15","85","3082","85","3.67","63.7","72.6","54.8"
"CHM00058457","HANGZHOU, CH","1974-05","270","223","12","9","0","0","0","25","3","49","1.01","94","3109","27","4.96","71.3","79.1","63.5"
"CHM00058457","HANGZHOU, CH","1974-06","564","294","12","9","0","0","0","28","3","60","2.70","94","3111","1","9.17","74.7","82.2","67.3"
"CHM00058457","HANGZHOU, CH","1974-07","1067","503","15","11","0","0","0","31","14","63","2.57","98","0","0","11.67","81.2","87.9","74.6"
"CHM00058457","HANGZHOU, CH","1974-08","1584","516","7","4","0","0","0","31","14","66","3.22","98","0","0","5.25","81.7","88.5","74.8"
"CHM00058457","HANGZHOU, CH","1974-09","1868","285","7","5","0","0","0","27","1","58","0.49","95","6","6","1.48","74.3","81.3","67.2"
"CHM00058457","HANGZHOU, CH","1974-10","1919","50","13","8","0","0","0","16","0","43","1.34","84","71","64","4.50","64.5","70.1","59.0"
"CHM00058457","HANGZHOU, CH","1974-11","1922","3","10","9","0","0","0","2","0","37","0.80","71","352","281","3.90","55.7","61.6","49.9"
"CHM00058457","HANGZHOU, CH","1974-12","1922","0","16","11","0","4","0","0","0","29","1.69","65","1044","692","5.53","42.7","46.6","38.7"
"CHM00058457","HANGZHOU, CH","1975-01","0","0","11","1","0","6","0","0","0","30","0.47","59","1734","690","1.04","42.7","48.2","37.3"
"CHM00058457","HANGZHOU, CH","1975-02","0","0","11","9","0","3","0","0","0","30","1.30","68","2320","587","5.88","44.0","49.8","38.2"
"CHM00058457","HANGZHOU, CH","1975-03","0","0","15","8","0","0","0","2","0","37","0.69","74","2794","473","3.15","49.7","55.9","43.6"
"CHM00058457","HANGZHOU, CH","1975-04","18","18","18","11","0","0","0","8","0","42","0.81","82","2958","164","4.86","60.1","66.0","54.2"
"CHM00058457","HANGZHOU, CH","1975-05","100","81","16","12","0","0","0","21","0","54","1.43","89","2983","24","6.64","66.8","73.1","60.6"
"CHM00058457","HANGZHOU, CH","1975-06","405","306","16","10","0","0","0","30","3","64","1.17","94","2983","0","8.48","75.2","81.3","69.1"
"CHM00058457","HANGZHOU, CH","1975-07","987","582","15","9","0","0","0","31","21","69","0.72","97","0","0","3.30","83.8","91.2","76.3"
"CHM00058457","HANGZHOU, CH","1975-08","1566","578","9","6","0","0","0","31","15","74","2.75","96","0","0","4.79","83.7","90.1","77.2"
"CHM00058457","HANGZHOU, CH","1975-09","2010","444","13","10","0","0","0","30","9","67","1.33","95","0","0","5.95","79.8","85.9","73.7"
"CHM00058457","HANGZHOU, CH","1975-10","2116","106","15","12","0","0","0","20","0","49","1.49","85","50","50","7.55","66.8","71.5","62.1"
"CHM00058457","HANGZHOU, CH","1975-11","2116","0","13","10","0","2","0","0","0","31","0.27","67","367","316","2.10","54.4","60.3","48.6"
"CHM00058457","HANGZHOU, CH","1975-12","2116","0","10","5","0","15","0","1","0","26","1.61","73","1088","721","4.89","41.7","48.2","35.3"
"CHM00058457","HANGZHOU, CH","1976-01","0","0","8","4","0","11","0","0","0","28","0.53","61","1829","741","1.33","41.1","47.8","34.4"
"CHM00058457","HANGZHOU, CH","1976-02","0","0","10","6","0","1","0","2","0","29","0.64","73","2384","554","2.69","45.9","52.2","39.6"
"CHM00058457","HANGZHOU, CH","1976-03","0","0","17","12","0","2","0","0","0","31","1.44","60","2916","533","6.05","47.8","52.9","42.7"
"CHM00058457","HANGZHOU, CH","1976-04","62","62","16","12","0","0","0","10","0","41","0.83","89","3118","202","5.56","60.3","67.1","53.6"
"CHM00058457","HANGZHOU, CH","1976-05","223","161","14","8","0","0","0","24","0","55","0.47","89","3127","8","3.28","69.9","76.8","63.0"
"CHM00058457","HANGZHOU, CH","1976-06","528","305","17","14","0","0","0","30","1","63","2.34","92","3127","0","7.34","75.2","81.0","69.4"
"CHM00058457","HANGZHOU, CH","1976-07","1041","513","8","7","0","0","0","31","14","65","1.52","98","0","0","3.00","81.6","88.4","74.6"
"CHM00058457","HANGZHOU, CH","1976-08","1698","657","10","6","0","0","0","31","27","72","0.59","100","0","0","2.45","86.2","94.4","78.0"
"CHM00058457","HANGZHOU, CH","1976-09","1929","231","12","9","0","0","0","29","2","59","2.67","91","1","1","7.47","72.6","79.0","66.3"
"CHM00058457","HANGZHOU, CH","1976-10","1986","57","9","7","0","0","0","23","0","53","0.79","83","33","31","3.00","65.8","73.0","58.6"
"CHM00058457","HANGZHOU, CH","1976-11","1988","3","7","3","0","3","0","4","0","30","0.69","80","529","497","1.68","48.5","56.2","40.9"
"CHM00058457","HANGZHOU, CH","1976-12","1988","0","10","6","0","6","2","0","0","22","0.57","68","1148","619","2.02","45.0","51.0","39.1"
"CHM00058457","HANGZHOU, CH","1977-01","0","0","17","14","0","21","8","0","0","17","0.77","57","2157","1008","5.58","32.5","36.2","28.7"
"CHM00058457","HANGZHOU, CH","1977-02","0","0","7","3","0","17","1","0","0","23","0.76","69","2848","691","1.71","40.3","47.6","33.0"
"CHM00058457","HANGZHOU, CH","1977-03","0","0","12","8","0","1","0","3","0","31","0.45","78","3217","369","2.01","53.1","60.9","45.2"
"CHM00058457","HANGZHOU, CH","1977-04","64","64","18","15","0","0","0","15","2","45","1.95","92","3323","106","8.45","63.6","71.4","55.8"
"CHM00058457","HANGZHOU, CH","1977-05","188","124","21","17","0","0","0","20","0","53","1.66","88","3358","35","9.44","67.9","74.3","61.4"
"CHM00058457","HANGZHOU, CH","1977-06","501","313","20","12","0","0","0","30","2","63","2.09","95","3358","0","11.27","75.4","81.0","69.9"
"CHM00058457","HANGZHOU, CH","1977-07","1125","624","16","11","0","0","0","31","26","73","0.63","100","0","0","3.29","85.1","92.7","77.5"
"CHM00058457","HANGZHOU, CH","1977-08","1619","494","12","11","0","0","0","31","9","67","1.82","100","0","0","7.14","80.9","87.1","74.8"
"CHM00058457","HANGZHOU, CH","1977-09","1943","323","18","11","0","0","0","29","4","62","2.00","94","0","0","8.95","75.8","81.1","70.5"
"CHM00058457","HANGZHOU, CH","1977-10","2064","122","6","2","0","0","0","26","0","52","0.74","86","14","14","1.18","68.5","75.6","61.4"
"CHM00058457","HANGZHOU, CH","1977-11","2066","2","5","4","0","0","0","2","0","35","0.33","76","324","309","0.80","54.7","62.3","47.2"
"CHM00058457","HANGZHOU, CH","1977-12","2066","0","11","7","0","2","0","0","0","27","0.83","66","833","510","3.58","48.6","54.7","42.5"
"CHM00058457","HANGZHOU, CH","1978-01","0","0","6","6","0","11","0","0","0","24","1.08","65","1552","719","3.20","41.8","48.9","34.7"
"CHM00058457","HANGZHOU, CH","1978-02","0","0","11","4","0","13","0","0","0","27","0.63","67","2179","627","1.95","42.6","49.6","35.6"
"CHM00058457","HANGZHOU, CH","1978-03","0","0","14","9","0","1","0","1","0","29","1.46","72","2705","526","4.09","48.0","53.6","42.4"
"CHM00058457","HANGZHOU, CH","1978-04","69","69","12","11","0","0","0","16","1","42","0.88","91","2861","155","4.94","62.1","70.6","53.7"
"CHM00058457","HANGZHOU, CH","1978-05","229","159","14","6","0","0","0","28","0","53","2.71","86","2872","11","8.59","69.8","77.1","62.4"
"CHM00058457","HANGZHOU, CH","1978-06","608","380","12","7","0","0","0","28","8","59","0.44","97","2879","7","2.07","77.4","83.9","70.9"
"CHM00058457","HANGZHOU, CH","1978-07","1300","692","7","6","0","0","0","31","25","74","1.11","104","0","0","2.56","87.3","95.4","79.2"
"CHM00058457","HANGZHOU, CH","1978-08","1944","645","6","3","0","0","0","31","29","75","0.17","98","0","0","0.50","85.8","93.7","77.9"
"CHM00058457","HANGZHOU, CH","1978-09","2250","305","10","9","0","0","0","26","9","58","1.56","95","6","6","5.43","75.0","81.1","68.9"
"CHM00058457","HANGZHOU, CH","1978-10","2334","84","7","6","0","0","0","23","0","39","0.88","81","71","66","1.69","65.6","72.8","58.4"
"CHM00058457","HANGZHOU, CH","1978-11","2334","0","4","3","0","1","0","0","0","29","0.57","69","376","305","1.53","54.8","60.0","49.7"
"CHM00058457","HANGZHOU, CH","1978-12","2334","0","6","2","0","3","0","0","0","29","0.80","70","960","584","1.44","46.2","53.6","38.7"
"CHM00058457","HANGZHOU, CH","1979-01","0","0","14","9","0","9","1","0","0","25","0.47","69","1623","663","2.21","43.6","50.0","37.2"
"CHM00058457","HANGZHOU, CH","1979-02","0","0","9","3","0","2","0","2","0","21","0.27","74","2114","490","0.92","47.5","55.1","39.8"
"CHM00058457","HANGZHOU, CH","1979-03","7","7","17","10","0","1","0","3","0","30","1.55","81","2584","470","4.61","50.1","56.8","43.3"
"CHM00058457","HANGZHOU, CH","1979-04","38","31","13","10","0","0","0","10","0","39","1.19","89","2760","175","4.92","60.2","67.6","52.7"
"CHM00058457","HANGZHOU, CH","1979-05","156","118","11","9","0","0","0","23","1","54","0.81","91","2799","39","3.50","67.5","75.5","59.6"
"CHM00058457","HANGZHOU, CH","1979-06","578","422","11","7","0","0","0","30","10","62","1.20","96","2799","0","4.48","79.1","87.1","71.0"
"CHM00058457","HANGZHOU, CH","1979-07","1179","601","13","12","0","0","0","31","23","69","0.84","100","0","0","3.86","84.4","91.5","77.2"
"CHM00058457","HANGZHOU, CH","1979-08","1739","560","13","8","0","0","0","31","16","70","2.27","99","0","0","5.30","83.1","89.3","76.9"
"CHM00058457","HANGZHOU, CH","1979-09","2035","296","12","9","0","0","0","29","4","61","1.67","91","0","0","5.43","74.9","81.1","68.6"
"CHM00058457","HANGZHOU, CH","1979-10","2114","78","1","0","0","0","0","30","0","45","0.04","83","17","17","0.05","67.0","77.1","56.8"
"CHM00058457","HANGZHOU, CH","1979-11","2133","20","8","6","0","2","0","7","0","31","0.54","84","407","391","1.82","52.6","60.7","44.6"
"CHM00058457","HANGZHOU, CH","1979-12","2133","0","8","3","0","3","0","0","0","28","1.01","63","945","537","2.02","47.7","53.9","41.4"
"CHM00058457","HANGZHOU, CH","1980-01","0","0","11","7","0","10","0","0","0","19","0.48","58","1694","749","2.43","40.8","46.8","34.9"
"CHM00058457","HANGZHOU, CH","1980-02","0","0","12","10","0","12","1","0","0","23","0.40","63","2435","741","2.20","39.4","44.7","34.1"
"CHM00058457","HANGZHOU, CH","1980-03","0","0","25","19","0","0","0","0","0","36","1.33","64","2986","551","9.41","47.2","51.5","42.9"
"CHM00058457","HANGZHOU, CH","1980-04","33","33","11","8","0","0","0","11","0","39","1.48","88","3176","190","4.07","59.8","68.0","51.6"
"CHM00058457","HANGZHOU, CH","1980-05","204","170","12","10","0","0","0","23","3","50","1.01","93","3218","42","4.78","69.1","77.6","60.6"
"CHM00058457","HANGZHOU, CH","1980-06","624","420","13","11","0","0","0","30","8","63","1.26","98","3218","0","6.79","79.0","86.0","72.0"
"CHM00058457","HANGZHOU, CH","1980-07","1195","571","16","14","0","0","0","31","19","72","1.57","100","0","0","7.90","83.4","90.0","76.8"
"CHM00058457","HANGZHOU, CH","1980-08","1592","397","22","16","0","0","0","31","2","69","1.65","94","0","0","12.33","77.8","82.5","73.2"
"CHM00058457","HANGZHOU, CH","1980-09","1811","220","8","5","0","0","0","25","1","60","0.89","93","5","5","3.37","72.1","78.1","66.2"
"CHM00058457","HANGZHOU, CH","1980-10","1894","83","7","5","0","0","0","20","0","45","1.68","86","75","70","4.11","65.4","72.1","58.8"
"CHM00058457","HANGZHOU, CH","1980-11","1894","0","4","2","0","0","0","6","0","38","0.69","75","285","209","0.98","58.0","65.5","50.6"
"CHM00058457","HANGZHOU, CH","1980-12","1894","0","3","1","0","8","0","0","0","25","0.34","63","942","657","0.42","43.8","51.3","36.3"
"CHM00058457","HANGZHOU, CH","1981-01","0","0","14","9","0","11","1","0","0","24","0.44","60","1802","860","2.57","37.3","42.9","31.6"
"CHM00058457","HANGZHOU, CH","1981-02","0","0","11","6","0","6","1","2","0","24","0.63","72","2417","616","2.36","43.0","49.1","36.9"
"CHM00058457","HANGZHOU, CH","1981-03","0","0","18","12","0","0","0","1","0","35","1.37","70","2794","377","7.31","52.8","58.8","46.9"
"CHM00058457","HANGZHOU, CH","1981-04","37","37","14","8","0","0","0","13","0","45","1.36","84","2948","154","4.39","61.1","67.3","54.9"
"CHM00058457","HANGZHOU, CH","1981-05","200","164","13","9","0","0","0","28","3","48","1.26","95","2967","18","4.56","69.7","78.7","60.6"
"CHM00058457","HANGZHOU, CH","1981-06","564","364","8","7","0","0","0","29","10","57","0.62","97","2967","0","1.89","77.1","84.3","70.0"
"CHM00058457","HANGZHOU, CH","1981-07","1162","597","11","8","0","0","0","31","21","74","1.30","98","0","0","4.93","84.3","91.4","77.2"
"CHM00058457","HANGZHOU, CH","1981-08","1727","565","17","14","0","0","0","31","15","71","1.36","98","0","0","6.57","83.2","90.0","76.4"
"CHM00058457","HANGZHOU, CH","1981-09","1944","217","14","9","0","0","0","26","0","60","0.75","87","5","5","4.19","72.1","77.7","66.5"
"CHM00058457","HANGZHOU, CH","1981-10","1971","26","15","7","0","0","0","8","0","40","3.19","77","123","119","6.33","62.0","68.6","55.4"
"CHM00058457","HANGZHOU, CH","1981-11","1971","0","13","11","0","0","0","0","0","35","2.63","66","533","409","9.70","51.3","56.7","45.9"
"CHM00058457","HANGZHOU, CH","1981-12","1971","0","3","3","0","5","0","0","0","27","0.26","68","1197","664","0.53","43.6","51.1","36.0"
"CHM00058457","HANGZHOU, CH","1982-01","0","0","8","4","0","12","0","0","0","23","0.40","68","1944","746","1.11","40.9","47.5","34.4"
"CHM00058457","HANGZHOU, CH","1982-02","0","0","14","11","0","4","0","0","0","30","0.88","62","2601","657","3.40","41.5","46.2","36.8"
"CHM00058457","HANGZHOU, CH","1982-03","0","0","15","12","0","0","0","1","0","32","1.30","76","3061","460","5.18","50.2","56.7","43.6"
"CHM00058457","HANGZHOU, CH","1982-04","7","7","10","9","0","0","0","13","0","42","1.51","83","3225","164","4.40","59.8","67.5","52.0"
